state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Punjab,Tarntaran,Patti,Peas Wet,Other,08/28/2021,900,1200,1000
Punjab,Tarntaran,Patti,Potato,Other,05/18/2006,500,700,600
Punjab,Tarntaran,Patti,Raddish,Other,06/03/2003,300,400,350
Punjab,Tarntaran,Patti,Spinach,Other,10/19/2008,300,430,400
Punjab,Tarntaran,Patti,Tomato,Other,04/09/2020,1000,1800,1500
Rajasthan,Baran,Anta,Mustard,Other,05/14/2002,3316,3570,3443
Rajasthan,Barmer,Barmer,Guar Seed(Cluster Beans Seed),Other,08/01/2009,4050,4150,4100
Rajasthan,Barmer,Barmer,Moath Dal,Other,01/14/2014,4300,4400,4350
Rajasthan,Bikaner,Lunkaransar,Guar,Other,09/07/2022,3990,4050,4020
Rajasthan,Bikaner,Lunkaransar,Moath Dal,Other,04/26/2011,4250,4320,4285
Rajasthan,Chittorgarh,Begu,Wheat,Other,06/08/2017,1650,1990,1750
Rajasthan,Jalore,Jalore,Banana,Banana - Ripe,05/29/2023,1800,2000,1900
Rajasthan,Jalore,Jalore,Bhindi(Ladies Finger),Other,12/24/2003,3800,4000,3900
Rajasthan,Jalore,Jalore,Bottle gourd,Other,10/30/2019,1000,1200,1100
Rajasthan,Jalore,Jalore,Cabbage,Other,06/24/2011,800,1000,900
Rajasthan,Jalore,Jalore,Capsicum,Other,03/12/2014,2300,2500,2400
Rajasthan,Jalore,Jalore,Carrot,Other,05/05/2021,800,1000,900
Rajasthan,Jalore,Jalore,Cauliflower,Other,04/11/2007,1000,1200,1100
Rajasthan,Jalore,Jalore,Cucumbar(Kheera),Other,07/20/2021,2300,2500,2400
Rajasthan,Jalore,Jalore,Ginger(Green),Other,01/13/2001,5800,6000,5900
Rajasthan,Jalore,Jalore,Grapes,Green,11/27/2002,3300,3500,3400
Rajasthan,Jalore,Jalore,Green Chilli,Other,07/07/2017,4300,4500,4400
Rajasthan,Jalore,Jalore,Lemon,Other,03/07/2020,2300,2500,2400
Rajasthan,Jalore,Jalore,Onion,Other,09/22/2015,600,800,700
Rajasthan,Jalore,Jalore,Papaya,Other,06/17/2017,1300,1500,1400
Rajasthan,Jalore,Jalore,Pomegranate,Other,08/13/2006,1400,1600,1500
Rajasthan,Jalore,Jalore,Tomato,Other,08/27/2013,1400,1600,1500
Rajasthan,Jhalawar,Khanpur,Mustard,Other,06/14/2011,2549,3613,3613
Rajasthan,Jhalawar,Khanpur,Soyabean,Other,04/29/2014,3500,3525,3525
Rajasthan,Jhalawar,Khanpur,Wheat,Other,05/27/2011,1950,1975,1975
Rajasthan,Kota,Itawa,Bengal Gram(Gram)(Whole),999,09/13/2006,3550,3550,3550
Rajasthan,Kota,Itawa,Corriander seed,Other,09/09/2002,4152,4152,4152
Rajasthan,Kota,Itawa,Mustard,Other,03/06/2008,2786,3471,3128
Rajasthan,Kota,Itawa,Soyabean,Other,08/19/2025,3615,3615,3615
Rajasthan,Kota,Itawa,Wheat,Other,01/15/2012,1915,1915,1915
Rajasthan,Sikar,Sri Madhopur,Bajra(Pearl Millet/Cumbu),Other,04/05/2014,1700,1925,1812
Rajasthan,Sikar,Sri Madhopur,Bengal Gram(Gram)(Whole),Other,07/05/2023,3400,3400,3400
Rajasthan,Sikar,Sri Madhopur,Ground Nut Seed,Other,01/21/2023,3500,3500,3500
Rajasthan,Sikar,Sri Madhopur,Guar Seed(Cluster Beans Seed),Other,02/03/2020,3850,3900,3875
Rajasthan,Sikar,Surajgarh,Guar,Other,12/07/2025,4050,4050,4050
Rajasthan,Tonk,Deoli,Bajra(Pearl Millet/Cumbu),Other,07/20/2023,1740,1740,1740
Rajasthan,Tonk,Deoli,Maize,Other,07/28/2013,1875,1875,1875
Rajasthan,Tonk,Deoli,Mustard,Other,08/26/2020,2900,3800,3350
Rajasthan,Tonk,Deoli,Taramira,Other,08/24/2004,3111,3401,3256
Rajasthan,Tonk,Deoli,Wheat,Other,08/25/2007,1835,1920,1878
Rajasthan,Tonk,Uniyara,Black Gram (Urd Beans)(Whole),Other,08/13/2013,2650,2750,2700
Tamil Nadu,Coimbatore,Anaimalai,Coconut,Other,05/07/2005,2800,3000,2900
Tamil Nadu,Coimbatore,Annur,Tobacco,Other,04/20/2001,3000,3200,3100
Tamil Nadu,Coimbatore,Coimbatore,Turmeric,Bulb,03/23/2009,5800,7200,6300
Tamil Nadu,Coimbatore,Karamadai,Coconut,Other,01/14/2014,2000,3000,2500
Tamil Nadu,Coimbatore,Madathukulam,Coconut,Coconut,11/14/2005,3050,3150,3100
Tamil Nadu,Coimbatore,Madathukulam,Copra,Ball,07/03/2002,10250,10300,10275
Tamil Nadu,Coimbatore,Madathukulam,Maize,Other,02/08/2004,1900,1950,1925
Tamil Nadu,Coimbatore,Madathukulam,Paddy(Dhan)(Common),Other,11/14/2004,1680,1720,1700
Tamil Nadu,Coimbatore,Negamam,Coconut,Other,12/02/2021,3100,3200,3150
Tamil Nadu,Coimbatore,Palladam,Coconut,Other,05/07/2019,2040,2240,2140
Tamil Nadu,Coimbatore,Pethappampatti,Copra,Copra,06/14/2002,9000,10000,9500
Tamil Nadu,Coimbatore,Pethappampatti,Maize,Yellow,02/13/2020,1800,1950,1850
Tamil Nadu,Coimbatore,Pollachi,Coconut,Other,06/30/2004,2600,2900,2720
Tamil Nadu,Coimbatore,Pongalur,Coconut,Other,04/16/2008,2100,2700,2400
Tamil Nadu,Coimbatore,Pudupalayam,Coconut,Coconut,07/15/2024,2170,2370,2270
Tamil Nadu,Coimbatore,Senjeri,Coconut,Coconut,05/07/2004,2700,2900,2800
Tamil Nadu,Coimbatore,Sevur,Groundnut,DMV-7,08/16/2022,5000,5340,5100
Tamil Nadu,Coimbatore,Thondamuthur,Coconut,Other,03/08/2015,2700,2900,2800
Tamil Nadu,Coimbatore,Udumalpet,Coconut,Other,02/18/2018,2700,2800,2750
Tamil Nadu,Coimbatore,Udumalpet,Copra,other,09/18/2022,8900,10250,9350
Tamil Nadu,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),02/11/2016,1800,1900,1850
Tamil Nadu,Cuddalore,Cuddalore,Black Gram (Urd Beans)(Whole),Black Gram (Whole),10/05/2025,4559,4789,4789
Tamil Nadu,Cuddalore,Cuddalore,Groundnut,Other,04/19/2009,6036,7361,7034
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),B P T,01/15/2019,1344,1555,1500
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),Other,01/11/2021,1616,1616,1616
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),Pommani,12/05/2010,1407,1407,1407
Tamil Nadu,Cuddalore,Kurinchipadi,Black Gram (Urd Beans)(Whole),Black Gram (Whole),04/23/2006,4606,4806,4706
Tamil Nadu,Cuddalore,Kurinchipadi,Groundnut,Other,08/02/2000,6861,7240,7036
Tamil Nadu,Dharmapuri,Dharampuri,Tamarind Fruit,Chapathi,12/29/2006,4000,7500,6000
Tamil Nadu,Dharmapuri,Palakode,Coconut Seed,Other,10/23/2000,1000,1500,1200
Tamil Nadu,Dharmapuri,Papparapatti,Cotton,Other,10/02/2024,5200,5700,5600
Tamil Nadu,Dharmapuri,Papparapatti,Tamarind Fruit,Chapathi,06/02/2022,4000,6800,5900
Tamil Nadu,Dharmapuri,Pappireddipatti,Coconut Seed,Other,01/30/2007,1000,1500,1200
Tamil Nadu,Dharmapuri,Pennagaram,Groundnut,Other,05/01/2024,4900,5200,5000
Tamil Nadu,Dindigul,Gopalpatti,Coconut,Medium,04/26/2023,1100,2100,1600
Tamil Nadu,Dindigul,Gopalpatti,Maize,Medium,08/13/2002,1500,1700,1600
Tamil Nadu,Dindigul,Palani,Coconut,Coconut,11/29/2024,1500,1800,1650
Tamil Nadu,Erode,Dharapuram,Coconut,Big,11/02/2025,2505,3275,3000
Tamil Nadu,Erode,Elumathur,Coconut,Other,12/25/2023,2535,3410,2870
Tamil Nadu,Erode,Kodumudi,Coconut,Other,03/28/2008,2635,3000,2935
Tamil Nadu,Erode,Kodumudi,Copra,other,12/16/2005,9605,10205,10195
Tamil Nadu,Erode,Kodumudi,"Sesamum(Sesame,Gingelly,Til)",Black,07/16/2002,11300,14677,14509
Tamil Nadu,Erode,Kodumudi,"Sesamum(Sesame,Gingelly,Til)",Red,03/25/2014,10249,11791,11681
Tamil Nadu,Erode,Kunnathur,Coconut,Coconut,05/23/2014,2500,2600,2530
Tamil Nadu,Erode,Muthur,Coconut,Coconut,06/21/2022,2505,3275,3225
Tamil Nadu,Erode,Vellakkoil,Copra,Copra,10/21/2020,5305,10915,8845
Tamil Nadu,Kancheepuram,Acharapakkam,Paddy(Dhan)(Common),ADT 37,08/12/2016,1350,1480,1420
Tamil Nadu,Kancheepuram,Chengalpattu,Paddy(Dhan)(Common),ADT 37,06/09/2011,1427,1692,1560
Tamil Nadu,Kancheepuram,Gummidipoondy,Paddy(Dhan)(Common),ADT 37,06/11/2009,1450,1750,1550
Tamil Nadu,Kancheepuram,Kanchipuram,Paddy(Dhan)(Common),ADT 37,10/07/2025,1220,1410,1350
Tamil Nadu,Kancheepuram,Maduranthagam,Paddy(Dhan)(Common),ADT 37,09/02/2000,1360,1480,1420
Tamil Nadu,Kancheepuram,Pallipattu,Paddy(Dhan)(Common),ADT 37,04/01/2005,1427,1692,1560
Tamil Nadu,Kancheepuram,Ponner,Paddy(Dhan)(Common),ADT 43,05/10/2011,1450,1750,1550
Tamil Nadu,Kancheepuram,Sunguvarchatram,Paddy(Dhan)(Common),ADT 37,11/26/2001,1427,1692,1560
Tamil Nadu,Kancheepuram,Uthiramerur,Paddy(Dhan)(Common),ADT 37,03/16/2000,1400,1407,1404
Tamil Nadu,Krishnagiri,Bargur,Coconut Seed,Other,06/24/2019,1500,1950,1800
Tamil Nadu,Krishnagiri,Pochampalli,Coconut Seed,Other,11/06/2001,1500,2100,1950
Tamil Nadu,Krishnagiri,Uthangarai,Coconut Seed,Other,07/27/2025,1500,2100,1950
Tamil Nadu,Krishnagiri,Uthangarai,Cotton,Other,02/01/2013,5200,6200,5700
Tamil Nadu,Madurai,Melur,Coconut,Medium,03/27/2023,1350,2150,1750
Tamil Nadu,Madurai,Melur,Paddy(Dhan)(Common),ADT 36,09/30/2009,1790,1850,1820
Tamil Nadu,Madurai,Melur,Paddy(Dhan)(Common),ADT 43,03/30/2008,1810,1870,1840
Tamil Nadu,Madurai,Melur,"Sesamum(Sesame,Gingelly,Til)",Black,05/03/2000,6200,8000,7100
Tamil Nadu,Madurai,Thirumangalam,Cotton,MCU 5,05/04/2013,4200,4300,4250
Tamil Nadu,Madurai,Thirumangalam,Cotton,Other,12/25/2017,3950,4080,4000
Tamil Nadu,Madurai,Thirumangalam,Jowar(Sorghum),Red,01/09/2008,2100,2200,2150
Tamil Nadu,Madurai,Thirumangalam,Paddy(Dhan)(Common),ADT 43,12/31/2005,1800,1900,1850
Tamil Nadu,Madurai,Thirumangalam,Paddy(Dhan)(Common),Ponni,01/29/2009,2400,2500,2450
Tamil Nadu,Nagercoil (Kannyiakumari),Kalliakavillai,Cashewnuts,Local(Raw),08/26/2019,9500,11500,10500
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Bulb,01/27/2021,5050,6050,5740
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Finger,01/26/2010,6500,7500,6800
Tamil Nadu,Namakkal,Namakkal,Copra,Ball,03/27/2006,8100,8700,8400
Tamil Nadu,Namakkal,Rasipuram,Copra,other,04/10/2002,8500,10400,9450
Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Bulb,03/15/2005,6712,7288,6950
Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Finger,05/04/2001,7412,8609,8000
Tamil Nadu,Namakkal,Velur,Coconut,Other,12/27/2005,2200,2500,2350
Tamil Nadu,Ramanathapuram,Sivagangai,Paddy(Dhan)(Common),ADT 36,03/02/2004,1780,1830,1810
Tamil Nadu,Salem,Attur,Copra,Ball,12/06/2016,9400,10300,9700
Tamil Nadu,Salem,Attur,Tapioca,Other,10/21/2015,210,230,220
Tamil Nadu,Salem,Gangavalli,Cotton,Other,10/20/2017,5600,5700,5650
Tamil Nadu,Salem,Karumanturai,Coconut,Other,07/23/2002,1980,2440,2210
Tamil Nadu,Salem,Kolathur,Cotton,Other,03/25/2004,4600,5000,4800
Tamil Nadu,Salem,Konganapuram,Cotton,Other,06/02/2007,5000,5400,5200
Tamil Nadu,Salem,Omalur,Coconut,Other,12/20/2010,1160,1400,1280
Tamil Nadu,Salem,Salem,Turmeric,Finger,03/15/2025,6940,7395,7120
Tamil Nadu,Salem,Thalaivasal,Maize,Other,05/10/2018,1790,1880,1840
Tamil Nadu,Salem,Thammampati,Cotton,GCH,09/15/2007,5600,5650,5625
Tamil Nadu,Salem,Vazhapadi,Coconut,Other,03/21/2019,2080,2540,2310
Tamil Nadu,Sivaganga,Singampuneri,Coconut,Other,09/15/2015,800,1200,950
Tamil Nadu,Thanjavur,Budalur,Paddy(Dhan)(Common),B P T,10/18/2021,1900,2100,2000
Tamil Nadu,Thanjavur,Kumbakonam,Paddy(Dhan)(Common),B P T,10/15/2014,1750,1800,1780
Tamil Nadu,Thanjavur,Orathanadu,Paddy(Dhan)(Common),B P T,05/27/2008,1750,1800,1780
Tamil Nadu,Thanjavur,Papanasam,Paddy(Dhan)(Common),1001,08/29/2022,1750,1800,1780
Tamil Nadu,Thanjavur,Thanjavur,Paddy(Dhan)(Common),B P T,11/20/2022,2200,2300,2250
Tamil Nadu,Thanjavur,Thiruppananthal,Paddy(Dhan)(Common),Paddy,02/29/2020,1800,1900,1850
Tamil Nadu,Thanjavur,Vallam,Paddy(Dhan)(Common),B P T,12/30/2019,1900,2000,1950
Tamil Nadu,Thiruvannamalai,Cheyyar,Groundnut,Other,04/18/2001,6203,6703,6620
Tamil Nadu,Thiruvannamalai,Cheyyar,Paddy(Dhan)(Common),ADT 37,06/15/2019,1258,1449,1356
Tamil Nadu,Thiruvannamalai,Cheyyar,Paddy(Dhan)(Common),Other,11/28/2014,1286,1509,1448
Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),ADT 36,01/26/2011,1385,1467,1426
Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),ADT 37,03/11/2024,1140,1455,1298
Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),Other,02/08/2003,1448,1521,1485
Tamil Nadu,Vellore,Kalavai,Paddy(Dhan)(Common),ADT 37,04/08/2022,1453,1453,1453
Tamil Nadu,Vellore,Kalavai,Paddy(Dhan)(Common),Super Ponni,03/24/2018,1406,1453,1430
Tamil Nadu,Vellore,Vellore,Black Gram (Urd Beans)(Whole),Other,10/11/2003,4315,4815,4715
Tamil Nadu,Vellore,Vellore,Copra,Copra,06/07/2012,7030,9600,9300
Tamil Nadu,Vellore,Vellore,Cowpea (Lobia/Karamani),Other,12/15/2019,4350,4550,4550
Tamil Nadu,Vellore,Vellore,Groundnut,Other,10/19/2004,7013,7752,7361
Tamil Nadu,Vellore,Vellore,Kulthi(Horse Gram),Other,12/30/2018,2189,3002,2881
Tamil Nadu,Vellore,Vellore,Maize,Other,07/12/2012,1589,2210,2210
Tamil Nadu,Vellore,Vellore,Paddy(Dhan)(Common),ADT 37,08/31/2016,1092,1492,1400
Tamil Nadu,Vellore,Vellore,Paddy(Dhan)(Common),Other,04/27/2009,1652,1652,1652
Tamil Nadu,Vellore,Vellore,Ragi (Finger Millet),Other,03/10/2017,2089,2661,2640
Tamil Nadu,Vellore,Vellore,Tamarind Fruit,Other,03/13/2022,10100,10100,10100
Tamil Nadu,Villupuram,Avalurpet,Black Gram (Urd Beans)(Whole),Other,12/29/2019,4569,4892,4792
Tamil Nadu,Villupuram,Avalurpet,Green Gram (Moong)(Whole),Other,03/28/2000,4412,7079,5062
Tamil Nadu,Villupuram,Avalurpet,Groundnut,Other,03/16/2021,5786,7111,6961
Tamil Nadu,Villupuram,Avalurpet,Paddy(Dhan)(Common),ADT 37,05/31/2001,1400,1507,1453
Tamil Nadu,Villupuram,Avalurpet,Paddy(Dhan)(Common),Ponni,10/01/2003,1772,2265,2019
Tamil Nadu,Villupuram,Chinnasalem,Black Gram (Urd Beans)(Whole),Other,11/27/2014,4870,4870,4870
Tamil Nadu,Villupuram,Chinnasalem,Maize,Other,04/02/2000,1867,2009,1900
Tamil Nadu,Villupuram,Chinnasalem,"Sesamum(Sesame,Gingelly,Til)",Other,08/22/2009,9300,9400,9350
Tamil Nadu,Villupuram,Gingee,Black Gram (Urd Beans)(Whole),Other,06/03/2011,4809,4839,4824
Tamil Nadu,Villupuram,Gingee,Cotton,RCH-2,04/29/2002,4250,4939,4595
Tamil Nadu,Villupuram,Gingee,Green Gram (Moong)(Whole),Other,10/11/2021,5080,5199,5140
Tamil Nadu,Villupuram,Gingee,Groundnut,Other,03/26/2023,6336,6711,6524
Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),B P T,06/24/2015,1673,1827,1700
Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),Ponni,09/14/2023,2200,2812,2506
Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),TKM 9,05/15/2008,1336,1565,1451
Tamil Nadu,Villupuram,Gingee,Ragi (Finger Millet),Other,08/22/2003,2400,2439,2420
Tamil Nadu,Villupuram,Gingee,"Sesamum(Sesame,Gingelly,Til)",95/5,10/28/2014,10799,11299,11049
Tamil Nadu,Villupuram,Gingee,T.V. Cumbu,Other,01/25/2005,1851,1851,1851
Tamil Nadu,Villupuram,Kallakurichi,Black Gram (Urd Beans)(Whole),Other,01/10/2022,4769,5013,4866
Tamil Nadu,Villupuram,Kallakurichi,Gingelly Oil,Other,01/16/2004,7999,11561,10649
Tamil Nadu,Villupuram,Kallakurichi,Green Gram (Moong)(Whole),Other,08/29/2022,4199,4599,4302
Tamil Nadu,Villupuram,Kallakurichi,Groundnut,Other,02/03/2023,6886,6886,6886
Tamil Nadu,Villupuram,Kallakurichi,Kodo Millet(Varagu),Other,09/06/2021,1989,1989,1989
Tamil Nadu,Villupuram,Kallakurichi,Maize,Other,09/23/2012,1509,1999,1849
Tamil Nadu,Villupuram,Kallakurichi,Ragi (Finger Millet),Other,06/13/2019,2599,2599,2599
Tamil Nadu,Villupuram,Kallakurichi,T.V. Cumbu,Other,10/22/2015,1910,2112,2029
Tamil Nadu,Villupuram,Manalurpet,Black Gram (Urd Beans)(Whole),Other,06/07/2022,4769,4852,4811
Tamil Nadu,Villupuram,Manalurpet,Green Gram (Moong)(Whole),Other,03/20/2005,3539,3539,3539
Tamil Nadu,Villupuram,Manalurpet,Hybrid Cumbu,Other,07/14/2015,1948,1948,1948
Tamil Nadu,Villupuram,Manalurpet,Paddy(Dhan)(Common),ADT 37,07/20/2021,1252,1457,1355
Tamil Nadu,Villupuram,Manalurpet,Ragi (Finger Millet),Other,04/13/2008,2312,2312,2312
Tamil Nadu,Villupuram,Manalurpet,"Sesamum(Sesame,Gingelly,Til)",Other,03/16/2010,9011,11351,10181
Tamil Nadu,Villupuram,Sangarapuram,Black Gram (Urd Beans)(Whole),Other,02/25/2003,4009,5000,4802
Tamil Nadu,Villupuram,Sangarapuram,Groundnut,Other,02/18/2016,4080,4080,4080
Tamil Nadu,Villupuram,Sangarapuram,Kulthi(Horse Gram),Other,10/11/2005,2630,2630,2630
Tamil Nadu,Villupuram,Sangarapuram,Maize,Other,06/08/2012,1953,2042,2029
Tamil Nadu,Villupuram,Sangarapuram,Paddy(Dhan)(Common),A. Ponni,09/30/2012,1548,1875,1789
Tamil Nadu,Villupuram,Sangarapuram,Ragi (Finger Millet),Other,07/19/2014,1180,1180,1180
Tamil Nadu,Villupuram,Sangarapuram,"Sesamum(Sesame,Gingelly,Til)",Other,01/28/2004,8640,10516,9391
Tamil Nadu,Villupuram,Tindivanam,Groundnut,Other,12/06/2015,6236,7387,6724
Tamil Nadu,Villupuram,Tindivanam,Hybrid Cumbu,Other,11/16/2023,2222,2222,2222
Tamil Nadu,Villupuram,Tindivanam,Karamani,Other,01/22/2006,5987,6363,6263
Tamil Nadu,Villupuram,Tindivanam,Ragi (Finger Millet),Other,11/07/2013,2400,2654,2400
Tamil Nadu,Villupuram,Tindivanam,"Sesamum(Sesame,Gingelly,Til)",Other,11/29/2015,11199,11324,11261
Tamil Nadu,Villupuram,Tiruvennainallur,Paddy(Dhan)(Common),ADT 37,10/13/2011,1318,1425,1376
Tamil Nadu,Villupuram,Tiruvennainallur,Paddy(Dhan)(Common),Other,01/15/2019,1358,1420,1395
Tamil Nadu,Villupuram,Vikkiravandi,Black Gram (Urd Beans)(Whole),Other,09/03/2016,4699,4869,4779
Tamil Nadu,Villupuram,Vikkiravandi,Cotton,Other,08/17/2011,4696,4912,4896
Tamil Nadu,Villupuram,Vikkiravandi,Green Gram (Moong)(Whole),Other,01/26/2022,5179,5339,5209
Tamil Nadu,Villupuram,Vikkiravandi,Groundnut,Other,03/28/2011,4723,5923,5555
Tamil Nadu,Villupuram,Vikkiravandi,Hybrid Cumbu,Other,09/26/2017,1800,1853,1825
Tamil Nadu,Villupuram,Vikkiravandi,Paddy(Dhan)(Common),ADT 37,07/07/2015,1248,1629,1420
Tamil Nadu,Villupuram,Vikkiravandi,Paddy(Dhan)(Common),ADT 39,05/23/2016,1270,1587,1515
Tamil Nadu,Villupuram,Vikkiravandi,Paddy(Dhan)(Common),B P T,02/01/2013,1700,1737,1715
Tamil Nadu,Villupuram,Vikkiravandi,Ragi (Finger Millet),Other,08/15/2015,2529,2592,2579
Tamil Nadu,Villupuram,Vikkiravandi,"Sesamum(Sesame,Gingelly,Til)",Other,04/29/2007,9774,10749,10049
Tamil Nadu,Villupuram,Vikkiravandi,Thinai (Italian Millet),Other,04/07/2023,1200,1214,1205
Tamil Nadu,Villupuram,Villupuram,Black Gram (Urd Beans)(Whole),Other,10/22/2013,2559,2639,2619
Tamil Nadu,Villupuram,Villupuram,Green Gram (Moong)(Whole),Other,02/25/2007,5071,5239,5109
Tamil Nadu,Villupuram,Villupuram,Groundnut,Bold Kernel,12/06/2025,6549,6915,6584
Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),ADT 37,01/18/2011,1393,1456,1424
Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),ADT 39,08/04/2006,1392,1471,1431
Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),B P T,02/03/2014,1579,1715,1643
Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),Other,08/02/2020,1400,1440,1420
Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),White Ponni,01/02/2010,1608,1701,1655
Tamil Nadu,Villupuram,Villupuram,"Sesamum(Sesame,Gingelly,Til)",Black,08/12/2010,10636,11458,11124
Tamil Nadu,Villupuram,Villupuram,T.V. Cumbu,Other,09/21/2022,1969,1969,1969
Tamil Nadu,Virudhunagar,Rajapalayam,Paddy(Dhan)(Common),Super Ponni,07/09/2006,1650,1750,1700
Tamil Nadu,Virudhunagar,Sathur,Paddy(Dhan)(Common),Other,04/30/2003,1750,1800,1775
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,1st Sort,01/15/2020,6000,8500,7000
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,2nd Sort,04/26/2011,2500,5000,4000
Telangana,Karimnagar,Koratla,Cotton,Desi,09/18/2021,5150,6000,6000
Telangana,Karimnagar,Koratla,Mustard,Mustard,09/11/2017,4200,4255,4255
Telangana,Karimnagar,Vemulawada,Cotton,Cotton (Unginned),10/19/2016,5000,5350,5200
Telangana,Khammam,Madhira,Wood, Subabul,08/25/2001,440,440,440
Telangana,Nalgonda,Nalgonda,Paddy(Dhan)(Common),B P T,04/14/2022,1750,1750,1750
Telangana,Nalgonda,Ramannapet,Paddy(Dhan)(Common),1001,04/17/2024,1770,1770,1770
Telangana,Nalgonda,Voligonda,Paddy(Dhan)(Common),1001,09/07/2019,1770,1770,1770
Telangana,Nizamabad,Pitlam,Paddy(Dhan)(Common),MTU-1010,10/30/2003,1750,1750,1750
Telangana,Ranga Reddy,Chevella,Brinjal,Other,11/30/2016,300,300,300
Telangana,Ranga Reddy,Chevella,Cabbage,Cabbage,07/05/2018,500,500,500
Telangana,Ranga Reddy,Chevella,Cauliflower,African Sarson,01/06/2017,650,650,650
Telangana,Ranga Reddy,Chevella,Green Chilli,Green Chilly,10/18/2012,1200,1200,1200
Telangana,Ranga Reddy,Chevella,Tomato,Deshi,11/11/2019,300,300,300
Tripura,North Tripura,Dasda,Masur Dal,Kala Masoor New,01/13/2012,8000,9000,8500
Tripura,North Tripura,Dasda,Rice,Masuri,10/15/2003,2500,2700,2600
Tripura,Sepahijala,Bishalgarh,Bitter gourd,Other,09/07/2015,6500,7500,7000
Tripura,Sepahijala,Bishalgarh,Brinjal,Round/Long,07/09/2025,1500,2500,2000
Tripura,Sepahijala,Bishalgarh,Cabbage,Other,08/16/2024,800,1000,900
Tripura,Sepahijala,Bishalgarh,Cauliflower,Other,02/09/2010,2500,3500,3000
Tripura,Sepahijala,Bishalgarh,Cucumbar(Kheera),Cucumbar,03/11/2025,3500,4500,4000
Tripura,Sepahijala,Bishalgarh,Green Chilli,Green Chilly,07/25/2010,6000,7000,6500
Tripura,Sepahijala,Bishalgarh,Papaya (Raw),Papaya (Raw),03/22/2013,1500,2000,1800
Tripura,Sepahijala,Bishramganj,Bitter gourd,Bitter Gourd,02/15/2025,6500,7500,7000
Tripura,Sepahijala,Bishramganj,Brinjal,Round/Long,03/28/2020,1200,2000,1500
Tripura,Sepahijala,Bishramganj,Cabbage,Cabbage,04/27/2001,600,800,700
Tripura,Sepahijala,Bishramganj,Cauliflower,Cauliflower,02/24/2011,2500,3500,3000
Tripura,Sepahijala,Bishramganj,Cucumbar(Kheera),Cucumbar,05/30/2014,3000,4000,3500
Tripura,Sepahijala,Bishramganj,Ginger(Green),Green Ginger,05/27/2000,6000,7000,6500
Tripura,Sepahijala,Bishramganj,Papaya (Raw),Papaya (Raw),04/30/2017,1000,1500,1200
Tripura,South District,Barpathari,Onion,Other,11/24/2017,1800,1900,1850
Tripura,South District,Barpathari,Potato,Jalander,01/18/2003,700,800,750
Uttar Pradesh,Agra,Achnera,Bajra(Pearl Millet/Cumbu),Deshi,12/14/2005,1700,1760,1730
Uttar Pradesh,Agra,Achnera,Banana,Banana - Ripe,06/27/2006,1500,1600,1550
Uttar Pradesh,Agra,Achnera,Barley (Jau),Dara,12/10/2015,1800,1860,1830
Uttar Pradesh,Agra,Achnera,Bottle gourd,Bottle Gourd,10/25/2001,950,1050,1000
Uttar Pradesh,Agra,Achnera,Brinjal,Brinjal,08/31/2008,800,900,850
Uttar Pradesh,Agra,Achnera,Cabbage,Cabbage,02/03/2013,550,650,600
Uttar Pradesh,Agra,Achnera,Carrot,Carrot,01/15/2000,440,480,460
Uttar Pradesh,Agra,Achnera,Cauliflower,Cauliflower,04/08/2022,600,700,650
Uttar Pradesh,Agra,Achnera,Ginger(Green),Green Ginger,05/09/2015,4500,4600,4550
Uttar Pradesh,Agra,Achnera,Green Chilli,Green Chilly,10/14/2015,2200,2300,2250
Uttar Pradesh,Agra,Achnera,Gur(Jaggery),Red,11/30/2007,2560,2580,2570
Uttar Pradesh,Agra,Achnera,Lemon,Lemon,09/24/2013,2950,3050,3000
Uttar Pradesh,Agra,Achnera,Mustard,Sarson(Black),05/25/2019,3300,3500,3400
Uttar Pradesh,Agra,Achnera,Onion,Red,10/28/2019,750,850,800
Uttar Pradesh,Agra,Achnera,Potato,Desi,08/27/2021,500,560,530
